date,value
2021-01-05 00:00:00+01:00,1424.0
2021-01-14 00:00:00+01:00,1503.0
2021-01-19 00:00:00+01:00,1504.0
2021-01-27 00:00:00+01:00,1512.0
2021-02-04 00:00:00+01:00,1512.0
2021-02-16 00:00:00+01:00,1521.0
2021-02-23 00:00:00+01:00,1525.0
2021-03-04 00:00:00+01:00,1535.0
2021-03-08 00:00:00+01:00,1539.0
2021-04-09 00:00:00+02:00,1534.0
2021-04-15 00:00:00+02:00,1546.0
2021-05-12 00:00:00+02:00,1436.0
2021-05-20 00:00:00+02:00,1439.0
2021-05-25 00:00:00+02:00,1439.0
2021-06-03 00:00:00+02:00,1440.0
2021-06-11 00:00:00+02:00,1236.0
2021-06-18 00:00:00+02:00,1255.0
2021-06-24 00:00:00+02:00,1267.0
2021-06-30 00:00:00+02:00,1267.0
2021-07-09 00:00:00+02:00,1158.0
2021-07-15 00:00:00+02:00,1162.0
2021-08-17 00:00:00+02:00,1230.0
2021-09-06 00:00:00+02:00,1230.0
2021-10-01 00:00:00+02:00,1315.0
2021-10-06 00:00:00+02:00,1376.0
2021-10-15 00:00:00+02:00,1428.0
2021-10-23 00:00:00+02:00,1406.0
2021-10-29 00:00:00+02:00,1456.0
2021-11-05 00:00:00+01:00,1528.0
2021-11-11 00:00:00+01:00,1543.0
2021-11-18 00:00:00+01:00,1543.0
2021-11-25 00:00:00+01:00,1574.0
2021-12-03 00:00:00+01:00,1576.0
2021-12-13 00:00:00+01:00,1577.0
2021-12-28 00:00:00+01:00,1585.0
2021-12-30 00:00:00+01:00,1585.0
2022-01-04 00:00:00+01:00,1589.0
