date,value
2021-01-05 00:00:00+01:00,10860.0
2021-01-14 00:00:00+01:00,11247.0
2021-01-19 00:00:00+01:00,11282.0
2021-01-27 00:00:00+01:00,11370.0
2021-02-04 00:00:00+01:00,11370.0
2021-02-16 00:00:00+01:00,11404.0
2021-02-23 00:00:00+01:00,11421.0
2021-03-04 00:00:00+01:00,11466.0
2021-03-08 00:00:00+01:00,11475.0
2021-04-09 00:00:00+02:00,11769.0
2021-04-15 00:00:00+02:00,11944.0
2021-05-12 00:00:00+02:00,11684.0
2021-05-20 00:00:00+02:00,11707.0
2021-05-25 00:00:00+02:00,11707.0
2021-06-03 00:00:00+02:00,11732.0
2021-06-11 00:00:00+02:00,10732.0
2021-06-18 00:00:00+02:00,10921.0
2021-06-24 00:00:00+02:00,11013.0
2021-06-30 00:00:00+02:00,11013.0
2021-07-09 00:00:00+02:00,11955.0
2021-07-15 00:00:00+02:00,12038.0
2021-08-17 00:00:00+02:00,13833.0
2021-09-06 00:00:00+02:00,13834.0
2021-10-01 00:00:00+02:00,14285.0
2021-10-06 00:00:00+02:00,14832.0
2021-10-15 00:00:00+02:00,15246.0
2021-10-23 00:00:00+02:00,15690.0
2021-10-29 00:00:00+02:00,16088.0
2021-11-05 00:00:00+01:00,16451.0
2021-11-11 00:00:00+01:00,16592.0
2021-11-18 00:00:00+01:00,16600.0
2021-11-25 00:00:00+01:00,16720.0
2021-12-03 00:00:00+01:00,16774.0
2021-12-13 00:00:00+01:00,16783.0
2021-12-28 00:00:00+01:00,16807.0
2021-12-30 00:00:00+01:00,16807.0
2022-01-04 00:00:00+01:00,16837.0
